TSB Ergonomic Report
  Job Title: 
  Job Number: 
  Location: 
  Analyst: 
  Date: 
  Comments: 
  
Time (sec),,, Joint Angles (deg),,,,,,,,,,,,,,,,,,,,,,,Joint Torques (Nm),,,,,,,,,,,,,,,,,,,,,,,Mean Strengths (Nm),,,,,,,,,,,,,,,,,,,,,,,Strength Std Devs (Nm),,,,,,,,,,,,,,,,,,,,,,,Percent Capables (%),,,,,,,,,,,,,,,,,,,,,,,
Time,Task,Action,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,
4.567, ,,0.000,9.364,-0.000,8.384,-0.000,-5.950,159.454,160.078,12.992,13.077,33.636,-9.784,64.575,-80.380,89.997,0.000,0.003,175.732,175.759,165.428,165.422,78.575,78.442,0.026,0.056,-0.051,-0.049,0.005,0.007,-0.890,-0.570,-2.439,-2.402,-0.442,-0.403,-0.157,-0.173,-7.476,-0.791,0.017,-4.916,-4.931,2.191,1.703,-31.737,-31.830,7.595,8.109,10.230,10.784,13.580,14.520,68.860,63.902,80.317,88.990,111.420,101.264,29.077,45.213,226.583,152.571,85.606,195.945,195.946,127.506,127.518,155.853,156.054,2.430,2.595,3.274,3.451,4.617,4.937,16.920,15.702,19.765,21.899,30.399,27.628,6.586,10.240,71.391,32.994,22.901,78.666,78.667,44.623,44.628,51.539,51.606,99.907,99.904,99.906,99.906,99.835,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.892,100.000,100.000,99.241,99.240,99.750,99.759,99.198,99.195,
4.600, ,,0.000,7.371,-0.000,6.600,-0.000,-4.684,162.762,163.254,12.213,12.379,28.755,-7.033,67.682,-83.116,89.998,0.000,0.002,175.681,175.699,166.161,166.152,79.399,79.292,0.025,0.047,-0.044,-0.042,0.005,0.006,-0.732,-0.477,-2.280,-2.318,-0.317,-0.293,-0.128,-0.139,-6.912,-0.603,0.013,-4.628,-4.641,2.685,2.202,-28.949,-29.028,7.595,8.127,10.230,10.855,13.580,14.483,68.178,63.284,80.547,89.752,111.556,101.782,27.451,46.245,226.713,152.567,85.605,195.942,195.943,126.011,126.029,154.615,154.776,2.430,2.601,3.274,3.473,4.617,4.924,16.753,15.550,19.822,22.087,30.436,27.770,6.217,10.474,71.432,32.993,22.901,78.665,78.665,44.100,44.106,51.130,51.183,99.908,99.905,99.907,99.907,99.835,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.895,100.000,100.000,99.248,99.248,99.741,99.750,99.300,99.298,
4.633, ,,0.000,5.564,-0.000,4.982,-0.000,-3.535,165.763,166.134,11.567,11.767,23.874,-4.294,70.959,-85.842,89.998,0.000,0.002,175.680,175.692,166.915,166.906,80.191,80.108,0.023,0.040,-0.037,-0.036,0.004,0.005,-0.585,-0.390,-2.154,-2.236,-0.201,-0.189,-0.102,-0.109,-6.394,-0.444,0.009,-4.365,-4.375,3.033,2.556,-26.401,-26.460,7.595,8.140,10.230,10.907,13.580,14.449,67.523,62.695,80.702,90.466,111.638,102.261,25.792,47.274,226.727,152.564,85.604,195.942,195.943,124.439,124.459,153.426,153.550,2.430,2.605,3.274,3.490,4.617,4.913,16.592,15.405,19.860,22.263,30.459,27.900,5.842,10.707,71.436,32.992,22.901,78.665,78.665,43.550,43.557,50.737,50.778,99.908,99.906,99.907,99.908,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.898,100.000,100.000,99.255,99.255,99.734,99.743,99.384,99.383,
4.667, ,,0.000,3.967,-0.000,3.552,-0.000,-2.521,168.414,168.679,11.053,11.246,19.175,-1.656,74.242,-88.468,89.999,0.000,0.001,175.722,175.730,167.667,167.658,80.932,80.872,0.022,0.033,-0.032,-0.030,0.003,0.004,-0.453,-0.313,-2.062,-2.157,-0.098,-0.093,-0.081,-0.085,-5.937,-0.307,0.006,-4.133,-4.139,3.243,2.776,-24.130,-24.166,7.595,8.150,10.230,10.944,13.580,14.418,66.915,62.152,80.794,91.117,111.674,102.691,24.170,48.264,226.646,152.561,85.604,195.944,195.945,122.842,122.861,152.313,152.403,2.430,2.608,3.274,3.502,4.617,4.902,16.442,15.272,19.882,22.423,30.469,28.017,5.474,10.931,71.411,32.992,22.901,78.666,78.666,42.991,42.998,50.369,50.398,99.908,99.907,99.908,99.908,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.900,100.000,100.000,99.261,99.261,99.729,99.738,99.453,99.452,
4.700, ,,0.000,2.605,-0.000,2.332,-0.000,-1.655,170.676,170.849,10.661,10.819,14.874,0.772,77.337,89.115,89.999,0.000,0.001,175.797,175.801,168.383,168.376,81.600,81.560,0.021,0.033,-0.027,-0.017,0.003,0.001,-0.330,-0.246,-2.004,-2.085,-0.001,-0.010,-0.061,-0.065,-5.532,-0.204,0.004,-3.928,-3.931,3.344,2.888,-22.168,-22.186,7.595,8.157,10.230,10.969,13.580,14.392,66.374,61.672,80.837,74.035,111.677,103.063,22.667,16.200,226.492,152.559,85.603,195.948,195.949,121.291,121.307,151.309,151.369,2.430,2.610,3.274,3.510,4.617,4.893,16.309,15.154,19.893,18.219,30.469,28.119,5.134,3.669,71.362,32.991,22.901,78.667,78.667,42.448,42.454,50.037,50.057,99.908,99.907,99.908,99.909,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.902,100.000,100.000,99.267,99.267,99.726,99.735,99.507,99.506,
4.733, ,,0.000,1.502,-0.000,1.345,-0.000,-0.955,172.506,172.606,10.380,10.487,11.197,2.866,80.039,87.030,90.000,0.000,0.000,175.888,175.889,169.023,169.018,82.170,82.148,0.025,0.029,-0.014,-0.014,0.001,0.001,-0.237,-0.184,-1.968,-2.029,0.068,0.066,-0.047,-0.048,-5.204,-0.130,0.002,-3.761,-3.763,3.354,2.914,-20.563,-20.572,7.595,8.161,10.230,10.985,13.580,14.370,65.920,61.271,80.848,74.509,82.645,75.955,21.372,16.986,226.302,152.556,85.603,195.953,195.954,119.882,119.893,150.453,150.487,2.430,2.612,3.274,3.515,4.617,4.886,16.198,15.056,19.896,18.336,24.139,22.185,4.840,3.847,71.302,32.991,22.901,78.669,78.669,41.955,41.959,49.754,49.765,99.908,99.907,99.909,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.903,100.000,100.000,99.271,99.271,99.725,99.734,99.547,99.547,
4.767, ,,0.000,0.684,-0.000,0.613,-0.000,-0.435,173.864,173.910,10.194,10.248,8.359,4.499,82.154,85.404,90.000,0.000,0.000,175.974,175.976,169.538,169.536,82.616,82.604,0.024,0.026,-0.012,-0.011,0.000,0.001,-0.168,-0.144,-1.949,-1.981,0.118,0.116,-0.037,-0.037,-4.967,-0.074,0.001,-3.642,-3.641,2.889,3.314,-19.362,-19.356,7.595,8.164,10.230,10.994,13.580,14.354,65.574,60.968,80.843,74.867,82.366,76.180,20.366,17.599,226.114,152.555,85.602,195.958,195.958,118.728,118.734,149.783,149.801,2.430,2.613,3.274,3.518,4.617,4.880,16.113,14.981,19.895,18.424,24.058,22.251,4.613,3.986,71.243,32.990,22.901,78.671,78.671,41.551,41.553,49.532,49.538,99.908,99.908,99.910,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.904,100.000,100.000,99.274,99.274,99.734,99.726,99.576,99.576,
4.800, ,,0.000,0.175,-0.000,0.157,-0.000,-0.111,174.709,174.721,10.089,10.103,6.549,5.550,83.514,84.357,90.000,0.000,0.000,176.091,176.092,169.879,169.878,82.849,82.845,0.024,0.024,-0.010,-0.010,0.000,0.001,-0.125,-0.119,-1.941,-1.950,0.148,0.148,-0.031,-0.031,-4.820,-0.040,0.000,-3.568,-3.564,2.739,3.147,-18.883,-18.861,7.595,8.166,10.230,10.999,13.580,14.344,65.355,60.776,80.834,75.094,82.184,76.322,19.722,17.994,225.861,152.554,85.602,195.965,195.965,117.957,117.959,149.433,149.439,2.430,2.613,3.274,3.520,4.617,4.877,16.059,14.934,19.892,18.480,24.005,22.293,4.467,4.075,71.163,32.990,22.901,78.674,78.674,41.282,41.282,49.416,49.418,99.908,99.908,99.910,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.905,100.000,100.000,99.276,99.276,99.737,99.729,99.587,99.588,
4.833, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,175.000,175.000,10.054,10.054,5.918,5.918,83.990,83.990,90.000,0.000,0.000,176.065,176.065,170.000,170.000,83.000,83.000,0.024,0.024,-0.009,-0.009,0.000,0.000,-0.110,-0.110,-1.939,-1.939,0.159,0.159,-0.029,-0.029,-4.769,-0.028,0.000,-3.541,-3.539,2.826,3.243,-18.360,-18.348,7.595,8.166,10.230,11.000,13.580,14.340,65.279,60.709,80.830,75.172,82.121,76.372,19.497,18.132,225.920,152.554,85.602,195.964,195.964,117.682,117.682,149.206,149.206,2.430,2.613,3.274,3.520,4.617,4.876,16.040,14.917,19.891,18.499,23.986,22.307,4.416,4.107,71.182,32.990,22.901,78.673,78.673,41.185,41.185,49.341,49.341,99.908,99.908,99.910,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.905,100.000,100.000,99.277,99.277,99.735,99.726,99.599,99.599,
4.867, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,175.000,175.000,10.054,10.054,5.918,5.918,83.990,83.990,90.000,0.000,0.000,176.065,176.065,170.000,170.000,83.000,83.000,0.024,0.024,-0.009,-0.009,0.000,0.000,-0.110,-0.110,-1.939,-1.939,0.159,0.159,-0.029,-0.029,-4.769,-0.028,0.000,-3.541,-3.539,2.826,3.243,-18.360,-18.348,7.595,8.166,10.230,11.000,13.580,14.340,65.279,60.709,80.830,75.172,82.121,76.372,19.497,18.132,225.920,152.554,85.602,195.964,195.964,117.682,117.682,149.206,149.206,2.430,2.613,3.274,3.520,4.617,4.876,16.040,14.917,19.891,18.499,23.986,22.307,4.416,4.107,71.182,32.990,22.901,78.673,78.673,41.185,41.185,49.341,49.341,99.908,99.908,99.910,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.905,100.000,100.000,99.277,99.277,99.735,99.726,99.599,99.599,
Report generated by Task Simulation Builder - Jack 9.0 
