TSB Ergonomic Report
  Job Title: 
  Job Number: 
  Location: 
  Analyst: 
  Date: 
  Comments: 
  
Time (sec),,, Joint Angles (deg),,,,,,,,,,,,,,,,,,,,,,,Joint Torques (Nm),,,,,,,,,,,,,,,,,,,,,,,Mean Strengths (Nm),,,,,,,,,,,,,,,,,,,,,,,Strength Std Devs (Nm),,,,,,,,,,,,,,,,,,,,,,,Percent Capables (%),,,,,,,,,,,,,,,,,,,,,,,
Time,Task,Action,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,
0.000, Get_e1515ls_yel,Reach,0.000,0.000,-0.000,-0.000,-0.000,-0.000,175.000,175.000,10.054,10.054,5.918,5.918,83.990,83.990,90.000,0.000,0.000,175.908,176.222,170.003,170.003,82.940,82.041,0.024,0.024,-0.009,-0.009,0.000,0.000,-0.110,-0.110,-1.939,-1.939,0.159,0.159,-0.029,-0.029,-4.769,-0.028,0.000,-3.594,-3.486,3.230,2.845,-18.611,-18.052,7.595,8.166,10.230,11.000,13.580,14.340,65.279,60.709,80.830,75.172,82.121,76.372,19.497,18.132,225.580,152.554,85.602,195.955,195.973,117.676,117.676,149.297,150.648,2.430,2.613,3.274,3.520,4.617,4.876,16.040,14.917,19.891,18.499,23.986,22.307,4.416,4.107,71.075,32.990,22.901,78.670,78.677,41.183,41.183,49.371,49.818,99.908,99.908,99.910,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.905,100.000,100.000,99.275,99.278,99.727,99.734,99.593,99.610,
0.033, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,175.000,175.000,10.054,10.054,5.918,5.918,83.990,83.990,90.000,0.000,0.000,175.908,176.222,170.003,170.002,82.940,82.040,0.024,0.024,-0.009,-0.009,0.000,0.000,-0.110,-0.110,-1.939,-1.939,0.159,0.159,-0.029,-0.029,-4.769,-0.028,0.000,-3.594,-3.486,3.230,2.845,-18.611,-18.052,7.595,8.166,10.230,11.000,13.580,14.340,65.279,60.709,80.830,75.172,82.121,76.372,19.497,18.132,225.580,152.554,85.602,195.955,195.973,117.676,117.676,149.297,150.648,2.430,2.613,3.274,3.520,4.617,4.876,16.040,14.917,19.891,18.499,23.986,22.307,4.416,4.107,71.075,32.990,22.901,78.670,78.677,41.183,41.183,49.371,49.818,99.908,99.908,99.910,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.905,100.000,100.000,99.275,99.278,99.727,99.734,99.593,99.610,
0.067, ,,0.048,0.200,-0.008,0.158,0.070,-0.113,174.758,174.780,10.049,10.068,6.817,6.131,83.335,83.865,90.000,0.000,0.000,175.898,176.211,169.974,169.972,82.923,82.023,0.024,0.024,-0.010,-0.010,0.000,0.000,-0.123,-0.119,-1.931,-1.939,0.153,0.153,-0.030,-0.030,-4.839,-0.035,0.000,-3.630,-3.520,3.219,2.837,-18.673,-18.106,7.594,8.166,10.230,10.999,13.578,14.344,65.345,60.764,80.864,75.153,82.224,76.392,19.813,18.196,225.604,152.554,85.602,195.954,195.972,117.742,117.745,149.323,150.674,2.430,2.613,3.274,3.520,4.616,4.877,16.057,14.931,19.900,18.494,24.017,22.313,4.487,4.121,71.082,32.990,22.901,78.670,78.677,41.206,41.207,49.380,49.827,99.908,99.908,99.910,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.905,100.000,100.000,99.274,99.277,99.727,99.735,99.592,99.609,
0.100, ,,0.190,0.787,-0.031,0.622,0.277,-0.443,174.050,174.135,10.047,10.108,9.459,6.751,81.409,83.502,90.000,0.000,0.000,175.868,176.179,169.890,169.884,82.874,81.973,0.024,0.026,-0.012,-0.011,0.000,0.001,-0.163,-0.147,-1.911,-1.941,0.136,0.136,-0.035,-0.035,-5.044,-0.057,0.000,-3.735,-3.618,3.189,2.813,-18.853,-18.262,7.594,8.164,10.230,10.994,13.572,14.354,65.538,60.923,80.962,75.096,82.526,76.449,20.741,18.383,225.674,152.554,85.602,195.952,195.970,117.932,117.945,149.396,150.749,2.430,2.612,3.274,3.518,4.614,4.880,16.104,14.970,19.924,18.480,24.105,22.330,4.698,4.163,71.104,32.990,22.901,78.669,78.676,41.273,41.277,49.404,49.852,99.908,99.908,99.910,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.904,100.000,100.000,99.272,99.275,99.728,99.735,99.588,99.606,
0.133, ,,0.421,1.741,-0.069,1.375,0.613,-0.980,172.898,173.087,10.078,10.177,13.744,7.749,78.289,82.923,90.000,0.000,0.000,175.819,176.126,169.755,169.743,82.796,81.893,0.025,0.028,-0.015,-0.013,0.001,0.001,-0.228,-0.191,-1.886,-1.944,0.104,0.108,-0.043,-0.043,-5.376,-0.095,0.000,-3.906,-3.778,3.139,2.774,-19.141,-18.513,7.593,8.161,10.231,10.985,13.561,14.371,65.844,61.180,81.116,75.002,83.006,76.539,22.245,18.681,225.787,152.553,85.602,195.950,195.967,118.238,118.266,149.513,150.870,2.430,2.611,3.274,3.515,4.611,4.886,16.179,15.033,19.962,18.457,24.245,22.356,5.038,4.231,71.140,32.990,22.901,78.668,78.675,41.380,41.390,49.443,49.891,99.908,99.907,99.909,99.910,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.902,100.000,100.000,99.267,99.271,99.729,99.736,99.581,99.600,
0.167, ,,0.736,3.043,-0.120,2.403,1.071,-1.713,171.327,171.657,10.192,10.277,19.517,9.086,74.109,82.155,90.000,0.000,0.000,175.753,176.055,169.574,169.553,82.692,81.787,0.020,0.032,-0.028,-0.016,0.003,0.001,-0.317,-0.261,-1.872,-1.944,0.056,0.061,-0.052,-0.055,-5.838,-0.149,0.001,-4.144,-4.000,3.067,2.718,-19.528,-18.850,7.593,8.155,10.231,10.968,13.548,14.394,66.249,61.523,81.314,74.872,83.636,76.659,24.267,19.080,225.942,152.553,85.602,195.946,195.963,118.647,118.694,149.669,151.029,2.430,2.610,3.274,3.510,4.606,4.894,16.279,15.118,20.010,18.425,24.429,22.391,5.496,4.321,71.189,32.990,22.901,78.666,78.673,41.523,41.540,49.494,49.944,99.908,99.907,99.908,99.909,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.900,100.000,100.000,99.261,99.265,99.730,99.737,99.572,99.593,
0.200, ,,1.129,4.672,-0.184,3.689,1.644,-2.630,169.361,169.867,10.445,10.411,26.522,10.720,69.106,81.235,90.000,0.001,0.000,175.599,175.889,169.352,169.321,82.638,81.735,0.021,0.032,-0.035,-0.029,0.004,0.004,-0.437,-0.337,-1.880,-1.953,-0.022,0.012,-0.066,-0.069,-6.411,-0.240,0.001,-4.435,-4.280,3.128,2.823,-19.597,-18.911,7.591,8.146,10.231,10.941,13.530,14.422,66.733,61.944,81.527,74.704,112.320,76.803,26.707,19.564,226.302,152.553,85.602,195.938,195.954,119.147,119.217,149.749,151.106,2.429,2.607,3.274,3.501,4.600,4.903,16.398,15.221,20.063,18.384,30.645,22.433,6.049,4.431,71.302,32.990,22.901,78.663,78.669,41.698,41.722,49.521,49.969,99.908,99.907,99.907,99.908,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.897,100.000,100.000,99.253,99.258,99.730,99.736,99.570,99.591,
0.233, ,,1.598,6.608,-0.260,5.218,2.326,-3.720,167.023,167.739,10.895,10.585,34.380,12.603,63.639,80.202,90.000,0.001,0.000,175.476,175.758,169.093,169.050,82.519,81.614,0.022,0.038,-0.042,-0.034,0.004,0.004,-0.569,-0.427,-1.935,-1.966,-0.112,-0.047,-0.080,-0.085,-7.078,-0.357,0.002,-4.776,-4.603,3.078,2.804,-19.995,-19.267,7.590,8.133,10.232,10.900,13.509,14.455,67.278,62.430,81.718,74.497,112.507,103.555,29.415,20.117,226.584,152.552,85.602,195.931,195.946,119.725,119.820,149.929,151.288,2.429,2.603,3.274,3.488,4.593,4.915,16.532,15.340,20.110,18.333,30.696,28.253,6.662,4.556,71.391,32.990,22.901,78.660,78.667,41.900,41.933,49.580,50.030,99.908,99.906,99.907,99.908,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.894,100.000,100.000,99.244,99.249,99.731,99.736,99.560,99.583,
0.267, ,,2.135,8.833,-0.348,6.975,3.109,-4.972,164.339,165.295,11.586,10.801,42.629,14.682,58.150,79.098,90.000,0.001,0.000,175.339,175.610,168.804,168.748,82.386,81.481,0.023,0.046,-0.051,-0.040,0.005,0.005,-0.718,-0.529,-2.047,-1.984,-0.222,-0.116,-0.095,-0.104,-7.835,-0.512,0.003,-5.163,-4.970,3.016,2.783,-20.434,-19.669,7.588,8.114,10.232,10.841,13.484,14.492,67.865,62.971,81.839,74.250,112.636,103.458,32.209,20.721,226.905,152.552,85.602,195.924,195.938,120.366,120.490,150.129,151.489,2.428,2.597,3.274,3.469,4.585,4.927,16.676,15.473,20.140,18.272,30.731,28.227,7.295,4.693,71.492,32.990,22.901,78.658,78.663,42.125,42.168,49.646,50.096,99.908,99.905,99.906,99.907,99.835,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.890,100.000,100.000,99.234,99.239,99.732,99.737,99.550,99.574,
0.300, ,,2.738,11.325,-0.446,8.942,3.986,-6.375,161.330,162.557,12.545,11.064,50.823,16.903,53.067,77.972,90.000,0.002,0.000,175.190,175.451,168.489,168.419,82.241,81.335,0.024,0.054,-0.060,-0.047,0.006,0.007,-0.882,-0.643,-2.221,-2.008,-0.350,-0.194,-0.113,-0.125,-8.670,-0.711,0.004,-5.588,-5.377,2.942,2.753,-20.912,-20.121,7.585,8.089,10.233,10.759,13.457,14.532,68.478,63.553,81.847,73.961,112.674,103.338,34.912,21.356,227.250,152.551,85.602,195.917,195.930,121.060,121.213,150.346,151.708,2.427,2.588,3.275,3.443,4.575,4.941,16.826,15.616,20.142,18.201,30.741,28.194,7.907,4.837,71.601,32.989,22.901,78.655,78.660,42.367,42.421,49.718,50.169,99.908,99.904,99.905,99.907,99.835,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.886,100.000,100.000,99.223,99.228,99.734,99.738,99.538,99.563,
0.333, ,,3.400,14.065,-0.554,11.106,4.950,-7.917,158.023,159.546,13.775,11.377,58.623,19.210,48.709,76.870,90.000,0.002,0.000,175.034,175.282,168.152,168.068,82.084,81.178,0.025,0.064,-0.070,-0.054,0.007,0.008,-1.057,-0.765,-2.457,-2.037,-0.494,-0.281,-0.132,-0.149,-9.568,-0.961,0.006,-6.042,-5.817,2.850,2.717,-21.430,-20.626,7.582,8.056,10.234,10.651,13.426,14.576,69.101,64.164,81.711,73.627,112.602,103.194,37.390,22.003,227.616,152.551,85.603,195.909,195.921,121.795,121.978,150.583,151.943,2.426,2.578,3.275,3.408,4.565,4.956,16.979,15.766,20.108,18.119,30.722,28.155,8.468,4.984,71.716,32.989,22.901,78.652,78.656,42.625,42.689,49.797,50.246,99.908,99.903,99.904,99.906,99.835,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.881,100.000,100.000,99.210,99.216,99.736,99.739,99.524,99.551,
0.367, ,,4.118,17.034,-0.671,13.450,5.995,-9.588,154.440,156.284,15.264,11.741,65.841,21.550,45.248,75.836,90.000,0.003,0.000,174.866,175.100,167.798,167.699,81.923,81.019,0.025,0.074,-0.080,-0.063,0.008,0.009,-1.238,-0.895,-2.747,-2.072,-0.650,-0.376,-0.154,-0.175,-10.510,-1.265,0.009,-6.516,-6.282,2.761,2.691,-21.939,-21.145,7.579,8.013,10.234,10.511,13.391,14.622,69.720,64.793,81.418,73.249,112.415,103.023,39.570,22.644,228.010,152.550,85.603,195.901,195.912,122.561,122.774,150.824,152.182,2.425,2.564,3.275,3.364,4.553,4.971,17.132,15.921,20.036,18.026,30.671,28.108,8.962,5.129,71.840,32.989,22.901,78.648,78.653,42.893,42.967,49.876,50.325,99.908,99.902,99.903,99.905,99.835,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.876,100.000,100.000,99.197,99.204,99.738,99.740,99.511,99.538,
0.400, ,,4.886,20.211,-0.796,15.959,7.113,-11.377,150.605,152.793,16.988,12.157,72.420,23.874,42.721,74.912,90.000,0.003,0.000,174.694,174.916,167.430,167.316,81.755,80.851,0.025,0.084,-0.091,-0.072,0.009,0.011,-1.421,-1.030,-3.078,-2.110,-0.817,-0.478,-0.180,-0.202,-11.479,-1.626,0.011,-6.999,-6.764,2.669,2.661,-22.464,-21.701,7.575,7.961,10.235,10.337,13.354,14.670,70.325,65.429,80.969,72.824,112.117,102.825,41.434,23.262,228.410,152.549,85.603,195.893,195.903,123.349,123.593,151.076,152.435,2.424,2.547,3.275,3.308,4.541,4.988,17.280,16.077,19.925,17.921,30.589,28.054,9.384,5.269,71.966,32.989,22.901,78.645,78.649,43.169,43.254,49.960,50.409,99.908,99.900,99.902,99.904,99.835,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.871,100.000,100.000,99.184,99.190,99.740,99.741,99.497,99.524,
0.433, ,,5.700,23.576,-0.929,18.616,8.297,-13.271,146.543,149.096,18.918,12.625,78.389,26.140,41.080,74.131,90.000,0.004,0.000,174.517,174.726,167.052,166.922,81.583,80.679,0.024,0.094,-0.102,-0.081,0.010,0.013,-1.599,-1.168,-3.438,-2.152,-0.994,-0.587,-0.211,-0.231,-12.454,-2.046,0.015,-7.480,-7.254,2.580,2.642,-22.979,-22.274,7.570,7.896,10.235,10.123,13.315,14.718,70.903,66.059,80.375,72.352,111.717,102.598,42.996,23.843,228.821,152.548,85.603,195.885,195.895,124.151,124.424,151.335,152.693,2.422,2.527,3.275,3.239,4.527,5.004,17.422,16.232,19.779,17.805,30.480,27.992,9.738,5.400,72.096,32.989,22.901,78.642,78.646,43.449,43.545,50.045,50.494,99.908,99.899,99.901,99.903,99.835,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.865,100.000,100.000,99.170,99.176,99.742,99.741,99.483,99.509,
0.467, ,,6.554,27.110,-1.068,21.407,9.541,-15.261,142.277,145.212,21.026,13.143,83.821,28.315,40.235,73.518,90.000,0.004,0.000,174.338,174.533,166.667,166.522,81.407,80.505,0.023,0.102,-0.112,-0.091,0.011,0.014,-1.765,-1.308,-3.812,-2.195,-1.180,-0.701,-0.247,-0.261,-13.414,-2.522,0.019,-7.946,-7.745,2.503,2.641,-23.471,-22.858,7.564,7.820,10.236,9.867,13.272,14.768,71.444,66.675,79.652,71.834,111.228,102.342,44.290,24.375,229.239,152.548,85.603,195.878,195.886,124.960,125.263,151.599,152.953,2.420,2.502,3.276,3.157,4.513,5.021,17.555,16.383,19.601,17.677,30.347,27.922,10.031,5.521,72.228,32.989,22.901,78.639,78.642,43.732,43.838,50.133,50.580,99.908,99.898,99.900,99.902,99.835,99.834,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.859,100.000,100.000,99.156,99.162,99.744,99.742,99.469,99.494,
0.500, ,,7.444,30.793,-1.213,24.315,10.837,-17.334,137.832,141.166,23.282,13.708,88.800,30.371,40.081,73.093,90.000,0.005,0.000,174.157,174.336,166.277,166.117,81.231,80.332,0.021,0.109,-0.123,-0.102,0.012,0.016,-1.915,-1.445,-4.187,-2.237,-1.373,-0.818,-0.291,-0.293,-14.338,-3.049,0.024,-8.388,-8.224,2.447,2.668,-23.924,-23.434,7.557,7.730,10.236,9.565,13.227,14.817,71.940,67.265,78.817,71.271,110.665,102.059,45.355,24.850,229.664,152.547,85.603,195.870,195.877,125.770,126.100,151.864,153.214,2.418,2.474,3.276,3.061,4.497,5.038,17.677,16.528,19.396,17.539,30.193,27.845,10.272,5.628,72.361,32.989,22.901,78.636,78.639,44.016,44.131,50.220,50.667,99.908,99.896,99.899,99.900,99.835,99.834,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.853,100.000,100.000,99.143,99.148,99.745,99.741,99.457,99.478,
0.533, ,,8.366,34.605,-1.364,27.325,12.179,-19.479,133.231,136.977,25.661,14.317,93.409,32.292,40.517,72.865,90.000,0.005,0.000,173.973,174.141,165.886,165.710,81.055,80.157,0.018,0.112,-0.133,-0.113,0.013,0.018,-2.042,-1.580,-4.551,-2.276,-1.570,-0.938,-0.344,-0.324,-15.208,-3.622,0.030,-8.796,-8.683,2.420,2.724,-24.335,-23.995,7.550,7.626,10.237,9.216,13.180,14.866,72.381,67.822,77.887,70.666,110.039,101.749,46.226,25.263,230.088,152.546,85.603,195.863,195.869,126.575,126.933,152.128,153.476,2.416,2.440,3.276,2.949,4.481,5.054,17.785,16.665,19.167,17.390,30.022,27.761,10.470,5.722,72.495,32.988,22.901,78.633,78.636,44.298,44.423,50.308,50.753,99.908,99.896,99.898,99.898,99.834,99.834,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.848,100.000,100.000,99.131,99.135,99.746,99.741,99.445,99.462,
0.567, ,,9.314,38.526,-1.518,30.421,13.559,-21.687,128.498,132.669,28.136,14.964,97.718,34.067,41.453,72.835,90.000,0.006,0.000,173.793,173.946,165.494,165.304,80.877,79.984,0.015,0.112,-0.142,-0.124,0.014,0.020,-2.141,-1.708,-4.894,-2.311,-1.767,-1.058,-0.405,-0.356,-16.004,-4.229,0.036,-9.161,-9.114,2.423,2.815,-24.703,-24.539,7.542,7.508,10.237,8.817,13.130,14.914,72.760,68.338,76.876,70.022,109.363,101.415,46.936,25.611,230.510,152.545,85.603,195.856,195.862,127.372,127.756,152.395,153.737,2.413,2.403,3.276,2.822,4.464,5.071,17.879,16.792,18.918,17.232,29.838,27.669,10.631,5.801,72.628,32.988,22.901,78.630,78.633,44.577,44.711,50.396,50.840,99.909,99.896,99.897,99.896,99.834,99.834,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.842,100.000,100.000,99.120,99.122,99.746,99.739,99.435,99.447,
0.600, ,,10.283,42.537,-1.676,33.588,14.970,-23.944,123.657,128.263,30.687,15.646,101.786,35.690,42.808,73.001,90.000,0.007,0.000,173.615,173.752,165.105,164.900,80.700,79.812,0.011,0.113,-0.150,-0.143,0.015,0.026,-2.216,-1.829,-5.217,-2.338,-1.964,-1.176,-0.477,-0.388,-16.724,-4.863,0.044,-9.481,-9.514,3.247,2.176,-25.020,-25.060,7.533,7.375,10.237,8.368,13.078,14.960,73.071,68.805,75.798,69.342,108.647,101.058,47.514,25.894,230.929,152.544,85.604,195.850,195.855,128.156,128.565,152.661,153.996,2.411,2.360,3.276,2.678,4.447,5.086,17.955,16.907,18.653,17.064,29.643,27.572,10.761,5.865,72.760,32.988,22.901,78.628,78.630,44.851,44.994,50.484,50.925,99.909,99.895,99.896,99.893,99.834,99.833,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.837,100.000,100.000,99.110,99.109,99.732,99.751,99.426,99.432,
0.633, ,,11.270,46.617,-1.837,36.809,16.406,-26.241,118.733,123.780,33.290,16.356,105.660,37.164,44.515,73.354,90.000,0.007,0.000,173.434,173.558,164.719,164.500,80.531,79.645,0.007,0.110,-0.158,-0.161,0.015,0.031,-2.256,-1.941,-5.504,-2.357,-2.153,-1.291,-0.557,-0.419,-17.348,-5.507,0.051,-9.750,-9.868,3.373,2.338,-25.261,-25.510,7.523,7.228,10.238,7.868,13.025,15.005,73.308,69.219,74.667,68.632,107.901,100.682,47.982,26.114,231.351,152.543,85.604,195.843,195.848,128.925,129.357,152.915,154.245,2.407,2.313,3.276,2.518,4.428,5.102,18.013,17.009,18.375,16.889,29.439,27.469,10.867,5.915,72.893,32.988,22.901,78.625,78.627,45.120,45.271,50.568,51.008,99.910,99.895,99.895,99.889,99.834,99.833,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.833,100.000,100.000,99.102,99.098,99.730,99.748,99.420,99.419,
0.667, ,,12.268,50.746,-2.000,40.070,17.859,-28.565,113.748,119.243,35.925,17.089,109.376,38.492,46.515,73.880,90.000,0.008,0.000,173.260,173.367,164.338,164.105,80.360,79.482,0.001,0.098,-0.174,-0.171,0.019,0.033,-2.254,-2.051,-5.741,-2.370,-2.328,-1.410,-0.646,-0.451,-17.870,-6.145,0.060,-9.966,-10.176,3.533,2.547,-25.460,-25.925,7.513,7.065,10.238,7.318,12.969,15.048,73.468,69.575,73.493,67.895,107.134,100.289,48.359,26.274,231.764,152.542,85.604,195.838,195.841,129.675,130.130,153.172,154.492,2.404,2.261,3.276,2.342,4.410,5.116,18.053,17.096,18.086,16.708,29.230,27.362,10.953,5.951,73.023,32.988,22.901,78.623,78.624,45.382,45.542,50.653,51.089,99.911,99.897,99.893,99.886,99.834,99.833,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.830,100.000,100.000,99.095,99.089,99.727,99.745,99.415,99.407,
0.700, ,,13.274,54.905,-2.164,43.354,19.323,-30.906,108.728,114.673,38.573,17.839,112.961,39.681,48.758,74.565,90.000,0.009,0.000,173.110,173.207,163.964,163.718,80.171,79.294,-0.005,0.081,-0.179,-0.178,0.019,0.035,-2.216,-2.139,-5.934,-2.370,-2.487,-1.511,-0.741,-0.479,-18.278,-6.770,0.068,-10.130,-10.421,3.694,2.745,-25.734,-26.388,8.808,6.889,10.238,6.720,12.913,15.088,73.548,69.869,72.287,67.136,106.354,99.882,48.662,26.378,232.111,152.542,85.604,195.833,195.836,130.404,130.881,153.455,154.773,2.819,2.205,3.276,2.150,4.390,5.130,18.072,17.168,17.789,16.521,29.017,27.251,11.021,5.974,73.132,32.987,22.901,78.621,78.622,45.637,45.804,50.746,51.182,99.910,99.899,99.893,99.882,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.827,100.000,100.000,99.090,99.081,99.725,99.742,99.407,99.393,
0.733, ,,13.833,56.676,-2.234,43.699,20.055,-31.056,107.545,112.209,40.552,18.211,114.994,39.794,49.242,75.416,90.000,0.009,0.000,173.074,173.164,163.764,163.515,80.026,79.154,-0.008,0.073,-0.182,-0.180,0.019,0.035,-2.187,-2.178,-6.132,-2.348,-2.546,-1.555,-0.789,-0.493,-18.511,-7.138,0.073,-10.219,-10.569,3.672,2.755,-26.081,-26.883,8.787,6.810,10.237,6.654,12.884,15.090,73.425,70.004,71.894,66.683,105.918,99.641,48.988,26.244,232.203,152.541,85.604,195.832,195.834,130.791,131.271,153.674,154.983,2.812,2.179,3.276,2.129,4.381,5.131,18.042,17.202,17.692,16.410,28.898,27.185,11.095,5.944,73.161,32.987,22.901,78.621,78.622,45.773,45.941,50.819,51.252,99.910,99.900,99.892,99.881,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.825,100.000,100.000,99.088,99.077,99.725,99.742,99.397,99.377,
0.767, ,,13.943,56.049,-2.209,41.102,20.053,-29.014,110.203,111.862,41.861,18.199,115.569,38.931,47.810,76.325,90.000,0.009,0.000,173.214,173.308,163.736,163.494,79.858,78.991,-0.008,0.075,-0.182,-0.179,0.019,0.035,-2.191,-2.179,-6.363,-2.313,-2.520,-1.548,-0.780,-0.494,-18.640,-7.267,0.074,-10.272,-10.645,3.295,2.387,-26.885,-27.766,8.783,6.838,10.238,7.135,12.884,15.056,73.144,70.028,72.331,66.546,105.831,99.573,49.390,25.911,231.892,152.541,85.604,195.836,195.839,130.845,131.309,153.926,155.229,2.810,2.188,3.276,2.283,4.381,5.119,17.973,17.207,17.800,16.376,28.874,27.167,11.186,5.869,73.064,32.987,22.901,78.622,78.623,45.792,45.954,50.902,51.333,99.910,99.900,99.892,99.884,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.824,100.000,100.000,99.086,99.074,99.732,99.748,99.371,99.348,
0.800, ,,14.052,55.426,-2.185,38.524,20.050,-26.987,112.843,111.518,43.161,18.189,116.150,38.072,46.382,77.230,90.000,0.009,0.000,173.352,173.450,163.714,163.479,79.697,78.833,-0.008,0.077,-0.182,-0.178,0.019,0.035,-2.194,-2.180,-6.588,-2.278,-2.491,-1.540,-0.768,-0.494,-18.762,-7.395,0.075,-10.322,-10.719,2.925,2.022,-27.665,-28.627,8.778,6.866,10.238,7.585,12.884,15.019,72.842,70.050,72.765,66.411,105.746,99.505,49.792,25.579,231.584,152.541,85.604,195.841,195.844,130.889,131.339,154.168,155.466,2.809,2.197,3.276,2.427,4.381,5.106,17.899,17.213,17.907,16.343,28.851,27.148,11.277,5.793,72.966,32.987,22.901,78.624,78.625,45.807,45.965,50.982,51.411,99.910,99.899,99.892,99.886,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.823,100.000,100.000,99.084,99.072,99.739,99.754,99.345,99.318,
